week,product_group_name,sales_count
2019-10-07,Bags,111
2019-10-07,Cosmetic,15
2019-10-07,Furniture,20
2019-10-07,Garment Full body,22896
2019-10-07,Garment Lower body,58134
2019-10-07,Garment Upper body,129915
2019-10-07,Garment and Shoe care,2
2019-10-07,Items,82
2019-10-07,Nightwear,3896
2019-10-07,Shoes,4915
2019-10-07,Socks & Tights,7431
2019-10-07,Swimwear,3984
2019-10-07,Underwear,17473
2019-10-07,Underwear/nightwear,5
2019-10-07,Unknown,268
2019-10-14,Accessories,12116
2019-10-14,Bags,56
2019-10-14,Cosmetic,7
2019-10-14,Furniture,14
2019-10-14,Garment Full body,20145
2019-10-14,Garment Lower body,49330
2019-10-14,Garment Upper body,109496
2019-10-14,Garment and Shoe care,1
2019-10-14,Items,62
2019-10-14,Nightwear,3516
2019-10-14,Shoes,4106
2019-10-14,Socks & Tights,6976
2019-10-14,Swimwear,2996
2019-10-14,Underwear,16399
2019-10-14,Underwear/nightwear,7
2019-10-14,Unknown,217
2019-10-21,Accessories,14424
2019-10-21,Bags,96
2019-10-21,Cosmetic,7
2019-10-21,Furniture,15
2019-10-21,Garment Full body,22266
2019-10-21,Garment Lower body,51380
2019-10-21,Garment Upper body,118690
2019-10-21,Garment and Shoe care,27
2019-10-21,Items,39
2019-10-21,Nightwear,4045
2019-10-21,Shoes,4234
2019-10-21,Socks & Tights,8576
2019-10-21,Swimwear,2404
2019-10-21,Underwear,20691
2019-10-21,Underwear/nightwear,3
2019-10-21,Unknown,281
2019-10-28,Accessories,17368
2019-10-28,Bags,104
2019-10-28,Cosmetic,8
2019-10-28,Furniture,56
2019-10-28,Garment Full body,26942
2019-10-28,Garment Lower body,57356
2019-10-28,Garment Upper body,132349
2019-10-28,Garment and Shoe care,2
2019-10-28,Items,43
2019-10-28,Nightwear,5418
2019-10-28,Shoes,5291
2019-10-28,Socks & Tights,8948
2019-10-28,Swimwear,2811
2019-10-28,Underwear,22714
2019-10-28,Underwear/nightwear,8
2019-10-28,Unknown,275
2019-11-04,Accessories,12529
2019-11-04,Bags,62
2019-11-04,Furniture,24
2019-11-04,Garment Full body,21719
2019-11-04,Garment Lower body,40831
2019-11-04,Garment Upper body,92056
2019-11-04,Garment and Shoe care,2
2019-11-04,Items,37
2019-11-04,Nightwear,3614
2019-11-04,Shoes,3724
2019-11-04,Socks & Tights,7315
2019-11-04,Swimwear,2328
2019-11-04,Underwear,17166
2019-11-04,Underwear/nightwear,3
2019-11-04,Unknown,232
2019-11-11,Accessories,14044
2019-11-11,Bags,63
2019-11-11,Cosmetic,1
2019-11-11,Furniture,37
2019-11-11,Garment Full body,23479
2019-11-11,Garment Lower body,39927
2019-11-11,Garment Upper body,93632
2019-11-11,Garment and Shoe care,2
2019-11-11,Items,36
2019-11-11,Nightwear,4865
2019-11-11,Shoes,4087
2019-11-11,Socks & Tights,7199
2019-11-11,Swimwear,2148
2019-11-11,Underwear,18023
2019-11-11,Underwear/nightwear,6
2019-11-11,Unknown,256
2019-11-18,Accessories,14688
2019-11-18,Bags,69
2019-11-18,Cosmetic,3
2019-11-18,Furniture,57
2019-11-18,Garment Full body,21106
2019-11-18,Garment Lower body,37210
2019-11-18,Garment Upper body,85730
2019-11-18,Garment and Shoe care,1
2019-11-18,Items,39
2019-11-18,Nightwear,4311
2019-11-18,Shoes,3547
2019-11-18,Socks & Tights,7893
2019-11-18,Swimwear,2013
2019-11-18,Underwear,17872
2019-11-18,Underwear/nightwear,4
2019-11-18,Unknown,359
2019-11-25,Accessories,29986
2019-11-25,Bags,425
2019-11-25,Cosmetic,5
2019-11-25,Furniture,71
2019-11-25,Garment Full body,48538
2019-11-25,Garment Lower body,99860
2019-11-25,Garment Upper body,242474
2019-11-25,Garment and Shoe care,10
2019-11-25,Items,47
2019-11-25,Nightwear,11165
2019-11-25,Shoes,10603
2019-11-25,Socks & Tights,14653
2019-11-25,Swimwear,4651
2019-11-25,Underwear,46592
2019-11-25,Underwear/nightwear,11
2019-11-25,Unknown,838
2019-12-02,Accessories,16501
2019-12-02,Bags,65
2019-12-02,Cosmetic,2
2019-12-02,Furniture,23
2019-12-02,Garment Full body,23940
2019-12-02,Garment Lower body,44256
2019-12-02,Garment Upper body,86169
2019-12-02,Garment and Shoe care,1
2019-12-02,Items,52
2019-12-02,Nightwear,4094
2019-12-02,Shoes,4587
2019-12-02,Socks & Tights,7941
2019-12-02,Swimwear,2182
2019-12-02,Underwear,16916
2019-12-02,Underwear/nightwear,1
2019-12-02,Unknown,591
2019-12-09,Accessories,17547
2019-12-09,Bags,74
2019-12-09,Cosmetic,1
2019-12-09,Furniture,18
2019-12-09,Garment Full body,25349
2019-12-09,Garment Lower body,42786
2019-12-09,Garment Upper body,82317
2019-12-09,Garment and Shoe care,1
2019-12-09,Items,93
2019-12-09,Nightwear,4136
2019-12-09,Shoes,4196
2019-12-09,Socks & Tights,8843
2019-12-09,Swimwear,3269
2019-12-09,Underwear,16822
2019-12-09,Underwear/nightwear,3
2019-12-09,Unknown,778
2019-12-16,Accessories,26400
2019-12-16,Bags,98
2019-12-16,Cosmetic,6
2019-12-16,Furniture,86
2019-12-16,Garment Full body,35084
2019-12-16,Garment Lower body,62659
2019-12-16,Garment Upper body,143891
2019-12-16,Garment and Shoe care,2
2019-12-16,Items,96
2019-12-16,Nightwear,7940
2019-12-16,Shoes,7764
2019-12-16,Socks & Tights,13472
2019-12-16,Swimwear,4778
2019-12-16,Underwear,35676
2019-12-16,Underwear/nightwear,2
2019-12-16,Unknown,790
2019-12-23,Accessories,19696
2019-12-23,Bags,76
2019-12-23,Cosmetic,1
2019-12-23,Furniture,13
2019-12-23,Garment Full body,20240
2019-12-23,Garment Lower body,45161
2019-12-23,Garment Upper body,99019
2019-12-23,Items,66
2019-12-23,Nightwear,4951
2019-12-23,Shoes,5267
2019-12-23,Socks & Tights,10505
2019-12-23,Swimwear,5546
2019-12-23,Underwear,27143
2019-12-23,Underwear/nightwear,1
2019-12-23,Unknown,556
2019-12-30,Accessories,16165
2019-12-30,Bags,71
2019-12-30,Cosmetic,4
2019-12-30,Furniture,9
2019-12-30,Garment Full body,19924
2019-12-30,Garment Lower body,50841
2019-12-30,Garment Upper body,103758
2019-12-30,Garment and Shoe care,4
2019-12-30,Items,47
2019-12-30,Nightwear,4521
2019-12-30,Shoes,4925
2019-12-30,Socks & Tights,7178
2019-12-30,Swimwear,7959
2019-12-30,Underwear,26604
2019-12-30,Underwear/nightwear,4
2019-12-30,Unknown,428
2020-01-06,Accessories,13437
2020-01-06,Bags,95
2020-01-06,Cosmetic,1
2020-01-06,Furniture,5
2020-01-06,Garment Full body,22057
2020-01-06,Garment Lower body,52948
2020-01-06,Garment Upper body,98114
2020-01-06,Garment and Shoe care,1
2020-01-06,Items,52
2020-01-06,Nightwear,3674
2020-01-06,Shoes,5258
2020-01-06,Socks & Tights,5589
2020-01-06,Swimwear,12388
2020-01-06,Underwear,25515
2020-01-06,Underwear/nightwear,2
2020-01-06,Unknown,581
2020-01-13,Accessories,12666
2020-01-13,Bags,148
2020-01-13,Cosmetic,1
2020-01-13,Furniture,6
2020-01-13,Garment Full body,20320
2020-01-13,Garment Lower body,48637
2020-01-13,Garment Upper body,91503
2020-01-13,Garment and Shoe care,1
2020-01-13,Items,54
2020-01-13,Nightwear,3023
2020-01-13,Shoes,4510
2020-01-13,Socks & Tights,5545
2020-01-13,Swimwear,13855
2020-01-13,Underwear,24234
2020-01-13,Underwear/nightwear,3
2020-01-13,Unknown,777
2020-01-20,Accessories,14869
2020-01-20,Bags,114
2020-01-20,Cosmetic,1
2020-01-20,Furniture,3
2020-01-20,Garment Full body,25268
2020-01-20,Garment Lower body,51439
2020-01-20,Garment Upper body,101673
2020-01-20,Items,67
2020-01-20,Nightwear,3007
2020-01-20,Shoes,4244
2020-01-20,Socks & Tights,7055
2020-01-20,Swimwear,15189
2020-01-20,Underwear,27188
2020-01-20,Unknown,837
2020-01-27,Accessories,14476
2020-01-27,Bags,107
2020-01-27,Cosmetic,5
2020-01-27,Garment Full body,20874
2020-01-27,Garment Lower body,53762
2020-01-27,Garment Upper body,101040
2020-01-27,Garment and Shoe care,1
2020-01-27,Interior textile,5
2020-01-27,Items,87
2020-01-27,Nightwear,2805
2020-01-27,Shoes,4151
2020-01-27,Socks & Tights,7004
2020-01-27,Swimwear,15363
2020-01-27,Underwear,25992
2020-01-27,Underwear/nightwear,4
2020-01-27,Unknown,994
2020-02-03,Accessories,14103
2020-02-03,Bags,135
2020-02-03,Cosmetic,5
2020-02-03,Furniture,1
2020-02-03,Garment Full body,22391
2020-02-03,Garment Lower body,55018
2020-02-03,Garment Upper body,101589
2020-02-03,Garment and Shoe care,1
2020-02-03,Interior textile,9
2020-02-03,Items,89
2020-02-03,Nightwear,2866
2020-02-03,Shoes,4494
2020-02-03,Socks & Tights,6554
2020-02-03,Swimwear,17267
2020-02-03,Underwear,25567
2020-02-03,Underwear/nightwear,4
2020-02-03,Unknown,974
2020-02-10,Accessories,13228
2020-02-10,Bags,126
2020-02-10,Cosmetic,6
2020-02-10,Furniture,1
2020-02-10,Garment Full body,21166
2020-02-10,Garment Lower body,49029
2020-02-10,Garment Upper body,90756
2020-02-10,Interior textile,2
2020-02-10,Items,57
2020-02-10,Nightwear,2816
2020-02-10,Shoes,4069
2020-02-10,Socks & Tights,6334
2020-02-10,Swimwear,17534
2020-02-10,Underwear,23236
2020-02-10,Underwear/nightwear,3
2020-02-10,Unknown,727
2020-02-17,Accessories,14004
2020-02-17,Bags,90
2020-02-17,Cosmetic,8
2020-02-17,Furniture,1
2020-02-17,Garment Full body,21821
2020-02-17,Garment Lower body,49013
2020-02-17,Garment Upper body,93227
2020-02-17,Garment and Shoe care,2
2020-02-17,Interior textile,2
2020-02-17,Items,65
2020-02-17,Nightwear,2664
2020-02-17,Shoes,3934
2020-02-17,Socks & Tights,6881
2020-02-17,Swimwear,17272
2020-02-17,Underwear,21099
2020-02-17,Underwear/nightwear,3
2020-02-17,Unknown,781
2020-02-24,Accessories,14117
2020-02-24,Bags,99
2020-02-24,Cosmetic,3
2020-02-24,Garment Full body,23566
2020-02-24,Garment Lower body,55378
2020-02-24,Garment Upper body,105470
2020-02-24,Garment and Shoe care,3
2020-02-24,Interior textile,1
2020-02-24,Items,114
2020-02-24,Nightwear,2977
2020-02-24,Shoes,4377
2020-02-24,Socks & Tights,7473
2020-02-24,Swimwear,20241
2020-02-24,Underwear,23777
2020-02-24,Underwear/nightwear,2
2020-02-24,Unknown,915
2020-03-02,Accessories,16311
2020-03-02,Bags,101
2020-03-02,Cosmetic,9
2020-03-02,Furniture,1
2020-03-02,Garment Full body,30519
2020-03-02,Garment Lower body,62356
2020-03-02,Garment Upper body,116974
2020-03-02,Garment and Shoe care,5
2020-03-02,Interior textile,1
2020-03-02,Items,68
2020-03-02,Nightwear,4103
2020-03-02,Shoes,5598
2020-03-02,Socks & Tights,7098
2020-03-02,Swimwear,21393
2020-03-02,Underwear,29661
2020-03-02,Underwear/nightwear,2
2020-03-02,Unknown,923
2020-03-09,Accessories,11824
2020-03-09,Bags,93
2020-03-09,Cosmetic,4
2020-03-09,Garment Full body,25441
2020-03-09,Garment Lower body,51220
2020-03-09,Garment Upper body,92136
2020-03-09,Garment and Shoe care,8
2020-03-09,Items,62
2020-03-09,Nightwear,2458
2020-03-09,Shoes,4338
2020-03-09,Socks & Tights,5497
2020-03-09,Swimwear,18131
2020-03-09,Underwear,22948
2020-03-09,Underwear/nightwear,2
2020-03-09,Unknown,940
2020-03-16,Accessories,7136
2020-03-16,Bags,47
2020-03-16,Cosmetic,1
2020-03-16,Furniture,4
2020-03-16,Garment Full body,18779
2020-03-16,Garment Lower body,43887
2020-03-16,Garment Upper body,73275
2020-03-16,Garment and Shoe care,8
2020-03-16,Items,8
2020-03-16,Nightwear,3557
2020-03-16,Shoes,3917
2020-03-16,Socks & Tights,2996
2020-03-16,Swimwear,11558
2020-03-16,Underwear,17554
2020-03-16,Underwear/nightwear,4
2020-03-16,Unknown,925
2020-03-23,Accessories,7744
2020-03-23,Bags,34
2020-03-23,Cosmetic,1
2020-03-23,Furniture,3
2020-03-23,Garment Full body,21897
2020-03-23,Garment Lower body,55751
2020-03-23,Garment Upper body,89165
2020-03-23,Garment and Shoe care,3
2020-03-23,Nightwear,4763
2020-03-23,Shoes,4268
2020-03-23,Socks & Tights,3488
2020-03-23,Swimwear,13885
2020-03-23,Underwear,23526
2020-03-23,Underwear/nightwear,12
2020-03-23,Unknown,1303
2020-03-30,Accessories,10683
2020-03-30,Bags,23
2020-03-30,Cosmetic,2
2020-03-30,Furniture,5
2020-03-30,Garment Full body,38034
2020-03-30,Garment Lower body,78040
2020-03-30,Garment Upper body,116715
2020-03-30,Garment and Shoe care,12
2020-03-30,Nightwear,4451
2020-03-30,Shoes,6867
2020-03-30,Socks & Tights,4059
2020-03-30,Swimwear,29170
2020-03-30,Underwear,31532
2020-03-30,Underwear/nightwear,5
2020-03-30,Unknown,2399
2020-04-06,Accessories,12204
2020-04-06,Bags,36
2020-04-06,Cosmetic,1
2020-04-06,Furniture,5
2020-04-06,Garment Full body,58883
2020-04-06,Garment Lower body,101180
2020-04-06,Garment Upper body,146987
2020-04-06,Garment and Shoe care,17
2020-04-06,Nightwear,3803
2020-04-06,Shoes,11668
2020-04-06,Socks & Tights,4465
2020-04-06,Swimwear,50335
2020-04-06,Underwear,34316
2020-04-06,Underwear/nightwear,5
2020-04-06,Unknown,2389
2020-04-13,Accessories,5932
2020-04-13,Bags,14
2020-04-13,Cosmetic,3
2020-04-13,Furniture,2
2020-04-13,Garment Full body,29115
2020-04-13,Garment Lower body,54161
2020-04-13,Garment Upper body,75475
2020-04-13,Garment and Shoe care,8
2020-04-13,Nightwear,1965
2020-04-13,Shoes,6114
2020-04-13,Socks & Tights,2489
2020-04-13,Swimwear,26538
2020-04-13,Underwear,20674
2020-04-13,Underwear/nightwear,4
2020-04-13,Unknown,1149
2020-04-20,Accessories,10606
2020-04-20,Bags,25
2020-04-20,Cosmetic,1
2020-04-20,Furniture,4
2020-04-20,Garment Full body,39811
2020-04-20,Garment Lower body,73734
2020-04-20,Garment Upper body,95336
2020-04-20,Garment and Shoe care,18
2020-04-20,Nightwear,3099
2020-04-20,Shoes,9427
2020-04-20,Socks & Tights,2650
2020-04-20,Swimwear,38767
2020-04-20,Underwear,27376
2020-04-20,Unknown,1154
2020-04-27,Accessories,7883
2020-04-27,Bags,37
2020-04-27,Cosmetic,4
2020-04-27,Furniture,3
2020-04-27,Garment Full body,30025
2020-04-27,Garment Lower body,56304
2020-04-27,Garment Upper body,70978
2020-04-27,Garment and Shoe care,3
2020-04-27,Nightwear,1925
2020-04-27,Shoes,5800
2020-04-27,Socks & Tights,1784
2020-04-27,Swimwear,24536
2020-04-27,Underwear,22803
2020-04-27,Unknown,892
2020-05-04,Accessories,7746
2020-05-04,Bags,19
2020-05-04,Cosmetic,3
2020-05-04,Furniture,3
2020-05-04,Garment Full body,33573
2020-05-04,Garment Lower body,56459
2020-05-04,Garment Upper body,75315
2020-05-04,Garment and Shoe care,3
2020-05-04,Items,14
2020-05-04,Nightwear,1751
2020-05-04,Shoes,5712
2020-05-04,Socks & Tights,2474
2020-05-04,Stationery,11
2020-05-04,Swimwear,32544
2020-05-04,Underwear,21515
2020-05-04,Unknown,979
2020-05-11,Accessories,12457
2020-05-11,Bags,33
2020-05-11,Cosmetic,3
2020-05-11,Garment Full body,36106
2020-05-11,Garment Lower body,60894
2020-05-11,Garment Upper body,87693
2020-05-11,Garment and Shoe care,4
2020-05-11,Items,28
2020-05-11,Nightwear,1583
2020-05-11,Shoes,5636
2020-05-11,Socks & Tights,4840
2020-05-11,Stationery,23
2020-05-11,Swimwear,45532
2020-05-11,Underwear,24740
2020-05-11,Underwear/nightwear,1
2020-05-11,Unknown,982
2020-05-18,Accessories,15014
2020-05-18,Bags,73
2020-05-18,Cosmetic,13
2020-05-18,Garment Full body,64691
2020-05-18,Garment Lower body,77976
2020-05-18,Garment Upper body,109512
2020-05-18,Garment and Shoe care,4
2020-05-18,Items,35
2020-05-18,Nightwear,1886
2020-05-18,Shoes,7899
2020-05-18,Socks & Tights,5608
2020-05-18,Stationery,42
2020-05-18,Swimwear,61518
2020-05-18,Underwear,28906
2020-05-18,Unknown,1459
2020-05-25,Accessories,16066
2020-05-25,Bags,69
2020-05-25,Cosmetic,7
2020-05-25,Furniture,1
2020-05-25,Garment Full body,56032
2020-05-25,Garment Lower body,85030
2020-05-25,Garment Upper body,111753
2020-05-25,Garment and Shoe care,5
2020-05-25,Items,30
2020-05-25,Nightwear,2539
2020-05-25,Shoes,8155
2020-05-25,Socks & Tights,5505
2020-05-25,Stationery,38
2020-05-25,Swimwear,64545
2020-05-25,Underwear,31824
2020-05-25,Unknown,1813
2020-06-01,Accessories,13546
2020-06-01,Bags,40
2020-06-01,Cosmetic,8
2020-06-01,Furniture,1
2020-06-01,Garment Full body,44516
2020-06-01,Garment Lower body,75572
2020-06-01,Garment Upper body,95980
2020-06-01,Garment and Shoe care,3
2020-06-01,Items,62
2020-06-01,Nightwear,2259
2020-06-01,Shoes,6619
2020-06-01,Socks & Tights,5341
2020-06-01,Stationery,11
2020-06-01,Swimwear,49972
2020-06-01,Underwear,25736
2020-06-01,Unknown,1593
2020-06-08,Accessories,12984
2020-06-08,Bags,33
2020-06-08,Cosmetic,4
2020-06-08,Garment Full body,39064
2020-06-08,Garment Lower body,65201
2020-06-08,Garment Upper body,92211
2020-06-08,Garment and Shoe care,6
2020-06-08,Items,53
2020-06-08,Nightwear,1999
2020-06-08,Shoes,5741
2020-06-08,Socks & Tights,5400
2020-06-08,Stationery,7
2020-06-08,Swimwear,38061
2020-06-08,Underwear,23920
2020-06-08,Underwear/nightwear,2
2020-06-08,Unknown,1409
2020-06-15,Accessories,17832
2020-06-15,Bags,78
2020-06-15,Cosmetic,8
2020-06-15,Furniture,7
2020-06-15,Garment Full body,83141
2020-06-15,Garment Lower body,110417
2020-06-15,Garment Upper body,150493
2020-06-15,Garment and Shoe care,29
2020-06-15,Items,66
2020-06-15,Nightwear,3023
2020-06-15,Shoes,15576
2020-06-15,Socks & Tights,6264
2020-06-15,Stationery,18
2020-06-15,Swimwear,57711
2020-06-15,Underwear,40675
2020-06-15,Underwear/nightwear,1
2020-06-15,Unknown,1985
2020-06-22,Accessories,19115
2020-06-22,Bags,101
2020-06-22,Cosmetic,12
2020-06-22,Furniture,13
2020-06-22,Garment Full body,100443
2020-06-22,Garment Lower body,120788
2020-06-22,Garment Upper body,156333
2020-06-22,Garment and Shoe care,18
2020-06-22,Items,77
2020-06-22,Nightwear,3389
2020-06-22,Shoes,15731
2020-06-22,Socks & Tights,6437
2020-06-22,Stationery,9
2020-06-22,Swimwear,90008
2020-06-22,Underwear,39955
2020-06-22,Underwear/nightwear,1
2020-06-22,Unknown,3053
2020-06-29,Accessories,16350
2020-06-29,Bags,90
2020-06-29,Cosmetic,8
2020-06-29,Furniture,2
2020-06-29,Garment Full body,55416
2020-06-29,Garment Lower body,77823
2020-06-29,Garment Upper body,117535
2020-06-29,Garment and Shoe care,4
2020-06-29,Items,103
2020-06-29,Nightwear,3686
2020-06-29,Shoes,9239
2020-06-29,Socks & Tights,6967
2020-06-29,Stationery,4
2020-06-29,Swimwear,42766
2020-06-29,Underwear,32477
2020-06-29,Underwear/nightwear,2
2020-06-29,Unknown,3222
2020-07-06,Accessories,15371
2020-07-06,Bags,156
2020-07-06,Cosmetic,7
2020-07-06,Garment Full body,40435
2020-07-06,Garment Lower body,62295
2020-07-06,Garment Upper body,99462
2020-07-06,Garment and Shoe care,5
2020-07-06,Items,106
2020-07-06,Nightwear,2706
2020-07-06,Shoes,8102
2020-07-06,Socks & Tights,6022
2020-07-06,Stationery,10
2020-07-06,Swimwear,29371
2020-07-06,Underwear,26078
2020-07-06,Unknown,2808
2020-07-13,Accessories,15691
2020-07-13,Bags,235
2020-07-13,Cosmetic,6
2020-07-13,Garment Full body,39447
2020-07-13,Garment Lower body,59133
2020-07-13,Garment Upper body,91790
2020-07-13,Garment and Shoe care,4
2020-07-13,Items,89
2020-07-13,Nightwear,2032
2020-07-13,Shoes,7056
2020-07-13,Socks & Tights,5579
2020-07-13,Stationery,8
2020-07-13,Swimwear,38473
2020-07-13,Underwear,23693
2020-07-13,Unknown,2558
2020-07-20,Accessories,17320
2020-07-20,Bags,219
2020-07-20,Cosmetic,12
2020-07-20,Furniture,1
2020-07-20,Garment Full body,38245
2020-07-20,Garment Lower body,62454
2020-07-20,Garment Upper body,107122
2020-07-20,Garment and Shoe care,5
2020-07-20,Items,154
2020-07-20,Nightwear,2258
2020-07-20,Shoes,6814
2020-07-20,Socks & Tights,6389
2020-07-20,Stationery,17
2020-07-20,Swimwear,25854
2020-07-20,Underwear,26175
2020-07-20,Underwear/nightwear,7
2020-07-20,Unknown,3083
2020-07-27,Accessories,16411
2020-07-27,Bags,222
2020-07-27,Cosmetic,8
2020-07-27,Garment Full body,52753
2020-07-27,Garment Lower body,65057
2020-07-27,Garment Upper body,98872
2020-07-27,Garment and Shoe care,6
2020-07-27,Items,233
2020-07-27,Nightwear,2177
2020-07-27,Shoes,6697
2020-07-27,Socks & Tights,5180
2020-07-27,Stationery,5
2020-07-27,Swimwear,30569
2020-07-27,Underwear,24766
2020-07-27,Underwear/nightwear,4
2020-07-27,Unknown,3101
2020-08-03,Accessories,15469
2020-08-03,Bags,167
2020-08-03,Cosmetic,4
2020-08-03,Garment Full body,52966
2020-08-03,Garment Lower body,63601
2020-08-03,Garment Upper body,90109
2020-08-03,Garment and Shoe care,1
2020-08-03,Items,178
2020-08-03,Nightwear,2314
2020-08-03,Shoes,6088
2020-08-03,Socks & Tights,3967
2020-08-03,Stationery,5
2020-08-03,Swimwear,48124
2020-08-03,Underwear,23976
2020-08-03,Underwear/nightwear,3
2020-08-03,Unknown,2858
2020-08-10,Accessories,14482
2020-08-10,Bags,202
2020-08-10,Cosmetic,4
2020-08-10,Garment Full body,44269
2020-08-10,Garment Lower body,56776
2020-08-10,Garment Upper body,89879
2020-08-10,Garment and Shoe care,10
2020-08-10,Items,177
2020-08-10,Nightwear,1612
2020-08-10,Shoes,5324
2020-08-10,Socks & Tights,3616
2020-08-10,Stationery,5
2020-08-10,Swimwear,34639
2020-08-10,Underwear,23845
2020-08-10,Underwear/nightwear,1
2020-08-10,Unknown,2547
2020-08-17,Accessories,13799
2020-08-17,Bags,294
2020-08-17,Cosmetic,6
2020-08-17,Garment Full body,29956
2020-08-17,Garment Lower body,54625
2020-08-17,Garment Upper body,94775
2020-08-17,Garment and Shoe care,2
2020-08-17,Items,187
2020-08-17,Nightwear,1683
2020-08-17,Shoes,4517
2020-08-17,Socks & Tights,4463
2020-08-17,Stationery,4
2020-08-17,Swimwear,13603
2020-08-17,Underwear,23914
2020-08-17,Unknown,2749
2020-08-24,Accessories,15038
2020-08-24,Bags,242
2020-08-24,Cosmetic,7
2020-08-24,Garment Full body,23341
2020-08-24,Garment Lower body,66671
2020-08-24,Garment Upper body,131810
2020-08-24,Garment and Shoe care,4
2020-08-24,Items,282
2020-08-24,Nightwear,1978
2020-08-24,Shoes,5074
2020-08-24,Socks & Tights,7319
2020-08-24,Stationery,4
2020-08-24,Swimwear,7750
2020-08-24,Underwear,23157
2020-08-24,Underwear/nightwear,2
2020-08-24,Unknown,3846
2020-08-31,Accessories,13053
2020-08-31,Bags,137
2020-08-31,Cosmetic,5
2020-08-31,Fun,1
2020-08-31,Garment Full body,18862
2020-08-31,Garment Lower body,64243
2020-08-31,Garment Upper body,127296
2020-08-31,Garment and Shoe care,3
2020-08-31,Items,174
2020-08-31,Nightwear,2553
2020-08-31,Shoes,4591
2020-08-31,Socks & Tights,7456
2020-08-31,Swimwear,5460
2020-08-31,Underwear,18943
2020-08-31,Underwear/nightwear,1
2020-08-31,Unknown,3719
2020-09-07,Accessories,12394
2020-09-07,Bags,198
2020-09-07,Cosmetic,2
2020-09-07,Fun,1
2020-09-07,Garment Full body,21575
2020-09-07,Garment Lower body,63481
2020-09-07,Garment Upper body,133254
2020-09-07,Garment and Shoe care,2
2020-09-07,Items,104
2020-09-07,Nightwear,3582
2020-09-07,Shoes,4731
2020-09-07,Socks & Tights,6831
2020-09-07,Stationery,3
2020-09-07,Swimwear,3928
2020-09-07,Underwear,19893
2020-09-07,Underwear/nightwear,1
2020-09-07,Unknown,3595
2020-09-14,Accessories,11893
2020-09-14,Bags,128
2020-09-14,Cosmetic,3
2020-09-14,Fun,2
2020-09-14,Garment Full body,19737
2020-09-14,Garment Lower body,51837
2020-09-14,Garment Upper body,109899
2020-09-14,Garment and Shoe care,2
2020-09-14,Items,261
2020-09-14,Nightwear,3081
2020-09-14,Shoes,4201
2020-09-14,Socks & Tights,5488
2020-09-14,Stationery,5
2020-09-14,Swimwear,3475
2020-09-14,Underwear,17546
2020-09-14,Unknown,3751
2020-09-21,Accessories,2984
2020-09-21,Bags,37
2020-09-21,Cosmetic,2
2020-09-21,Fun,1
2020-09-21,Garment Full body,5245
2020-09-21,Garment Lower body,15471
2020-09-21,Garment Upper body,30960
2020-09-21,Items,105
2020-09-21,Nightwear,922
2020-09-21,Shoes,1054
2020-09-21,Socks & Tights,1531
2020-09-21,Swimwear,782
2020-09-21,Underwear,4949
2020-09-21,Underwear/nightwear,1
2020-09-21,Unknown,952
